,name_function,opcodes
10,sub.KERNEL32.DLL_WideCharToMultiByte_3e0,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f5497cb], al:jg 0x40e46f:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40e48f:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, 0x88:stosd dword es:[di], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40e4b7:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40e4df"
11,sub.KERNEL32.DLL_WriteFile_3e6,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, dl:inc esi:push 0x7fa0ab:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40e495:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:jo 0x40e502:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40e4bd:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40e4e5"
12,sub.USER32.DLL_EnumThreadWindows_3ec,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], dl:push edx:pop ecx:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40e49b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edi], dl:pop ecx:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40e4c3:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40e4eb"
13,sub.USER32.DLL_MessageBoxA_3f2,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, ah:jno 0x40e4d6:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40e4a1:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:adc byte [ecx + 0x59], 0xab:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40e4c9:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40e4f1"
14,sub.USER32.DLL_wsprintfA_3f8,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f549789], ah:jg 0x40e487:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40e4a7:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:nop:pop edi:push 0x7fa0ab:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40e4cf:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40e4f7"
15,section_end..text,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], al:pushfd:push 0x7fa0ab:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40e4af:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:adc byte [edi + 0x68], bl:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40e4d7:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40e4ff"
16,fcn.0040c074,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, ah:mov ebp, 0x7fa0ab68:add byte [eax], al:add byte [eax + 0xc], al:or dword [ecx], eax:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c123:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:sal byte [edi + 0x68], 0xab:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c14b:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c173"
17,fcn.0040c084,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, ah:mov ebp, 0x7fa0ab68:add byte [eax], al:add byte [eax + 0xc], al:or dword [ecx], eax:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c133:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:adc byte [edi + 0x68], dh:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c15b:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c183"
18,fcn.0040c094,":add byte [esi], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x109ca], bh:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], dh:or eax, dword [esi - 0x55]:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c143:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:adc byte [edx + 0x42], dl:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c16b:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c193"
19,fcn.0040c0a8,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], ah:shr byte [ecx - 0x55], 0xa0:jg 0x40c137:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c157:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:loopne 0x40c126:imul ebp, dword [ebx + 0x7fa0], 0x100:add byte [eax], al:add byte [eax], al:mov al, byte [0xff56c686]:jg 0x40c17f:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c1a7"
20,fcn.0040c0b0,":add byte [edx], cl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + ecx*8 + 0x109], ah:add byte [ecx], al:adc byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], edx:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], dl:mov dword [ebx - 0x55], esi:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c15f:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:inc eax:xchg byte [ebx - 0x55], dh:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c187:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c1af"
21,fcn.0040c0b8,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, ah:mov edi, 0x7fa0ab69:add byte [eax], al:add byte [eax + 0xc], al:or dword [ecx], eax:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c167:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, 0xb7:imul ebp, dword [ebx + 0x7fa0], 0x100:add byte [eax], al:add byte [eax], al:mov al, byte [0xff56c686]:jg 0x40c18f:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c1b7"
22,fcn.0040c0bc,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f54a434], ah:jg 0x40c14b:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c16b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:pushal:leave:pop ebx:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c193:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c1bb"
