,name_function,opcodes
50,fcn.000077ac,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f549097], ah:jg 0x783b:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x785b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:xor byte [edi + ebp*2 - 0x55], ah:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x7883:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x78ab"
51,fcn.00007880,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f527927], dh:jg 0x790f:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x792f:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rcl cl, 0x86:lodsd eax, dword [esi]:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x7957:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x797f"
52,sub.KERNEL32.DLL_WideCharToMultiByte_9e0,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], dh:sub dword [edi + 0x7fa0ad], eax:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0xda8f:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:xor ch, dl:xchg byte [ebp + 0x7fa0], ch:add byte [ecx], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, byte [0xff56c686]:jg 0xdab7:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0xdadf"
53,sub.KERNEL32.DLL_WriteFile_9e6,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, dh:mov ah, 0x90:lodsd eax, dword [esi]:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0xda95:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:inc eax:mov cl, 0x90:lodsd eax, dword [esi]:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0xdabd:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0xdae5"
54,sub.USER32.DLL_EnumThreadWindows_9ec,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f526f27], al:jg 0xda7b:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0xda9b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:loopne 0xdb0c:test dword [ebp + 0x7fa0], ebp:add byte [ecx], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, byte [0xff56c686]:jg 0xdac3:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0xdaeb"
55,sub.USER32.DLL_MessageBoxA_9f2,":add byte [edx], cl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + ecx*8 + 0x109], ah:add byte [ecx], al:adc byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], edx:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f548ba4], dl:jg 0xda81:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0xdaa1:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:jo 0xdb15:je 0xda61:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0xdac9:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0xdaf1"
56,sub.USER32.DLL_wsprintfA_9f8,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f526f16], dh:jg 0xda87:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0xdaa7:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, 0xd9:nop:lodsd eax, dword [esi]:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0xdacf:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0xdaf7"
57,fcn.0000da00,":add byte [esi], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x109ca], bh:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x68], dh:inc esi:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0xdaaf:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:nop:test byte [esi - 0x55], al:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0xdad7:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0xdaff"
58,fcn.000078f4,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, dh:and dl, byte [ecx + 0x7fa0ad]:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x79a3:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:inc eax:and dl, byte [ecx + 0x7fa0ad]:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x79cb:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x79f3"
59,fcn.00007a20,":add byte [esi], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x109ca], bh:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x68], dh:inc esi:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x7acf:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:adc byte [ecx + 0x7fa0ab46], cl:add byte [eax], al:add byte [ecx], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, byte [0xff56c686]:jg 0x7af7:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x7b1f"
60,fcn.00007a5c,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, dh:and eax, 0x7fa0ad92:add byte [eax], al:add byte [eax + 0xc], al:or dword [ecx], eax:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x7b0b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:loopne 0x7b3f:xchg eax, edx:lodsd eax, dword [esi]:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x7b33:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x7b5b"
61,fcn.00007c00,":add byte [esi], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x109ca], bh:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add edx, dword [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, al:cmp al, byte [edi - 0x55]:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x7caf:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, 0x99:inc esi:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x7cd7:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x7cff"
62,fcn.00008274,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x12], dl:mov byte [ebp + 0x7fa0], ch:add byte [eax + 0xc], al:or dword [ecx], eax:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x8323:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:xor byte [ebx - 0x6d], dl:lodsd eax, dword [esi]:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x834b:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x8373"
